source,target,weight
Karsten Steen Jensen,nyheder.tv2.dk,1
Karsten-Holt Larsen,bitchute.com,1
Karsten-Holt Larsen,ekstrabladet.dk,1
Karsten-Holt Larsen,facebook,1
Karsten-Holt Larsen,jyllands-posten.dk,2
Karsten-Holt Larsen,nan,1
Kasper Sørmer-Sørensen,ditoverblik.dk,2
Kasper Sørmer-Sørensen,dr.dk,1
Kasper Sørmer-Sørensen,facebook,3
Kasper Sørmer-Sørensen,nan,18
Kasper Sørmer-Sørensen,nyheder.tv2.dk,2
KebabDjuret,gp.se,1
Keld Kristensen,vejr.tv2.dk,1
Keld Michael Sorensen/ Monne.,zetland.dk,1
Kenneth Croneland😎,youtube,1
Kenneth Fredslund Petersen-Dansk Folkeparti Vejle Kommune,24nyt.dk,1
Kenneth Fredslund Petersen-Dansk Folkeparti Vejle Kommune,altinget.dk,1
Kenneth Fredslund Petersen-Dansk Folkeparti Vejle Kommune,berlingske.dk,3
Kenneth Fredslund Petersen-Dansk Folkeparti Vejle Kommune,bt.dk,1
Kenneth Fredslund Petersen-Dansk Folkeparti Vejle Kommune,danskfolkeparti.dk,1
Kenneth Fredslund Petersen-Dansk Folkeparti Vejle Kommune,ditoverblik.dk,2
Kenneth Fredslund Petersen-Dansk Folkeparti Vejle Kommune,dr.dk,1
Kenneth Fredslund Petersen-Dansk Folkeparti Vejle Kommune,ekstrabladet.dk,3
Kenneth Fredslund Petersen-Dansk Folkeparti Vejle Kommune,facebook,5
Kenneth Fredslund Petersen-Dansk Folkeparti Vejle Kommune,kristeligt-dagblad.dk,3
Kenneth Fredslund Petersen-Dansk Folkeparti Vejle Kommune,nan,15
Kenneth Fredslund Petersen-Dansk Folkeparti Vejle Kommune,nyheder.tv2.dk,2
Kenneth Fredslund Petersen-Dansk Folkeparti Vejle Kommune,politiken.dk,1
Kenneth Fredslund Petersen-Dansk Folkeparti Vejle Kommune,weekendavisen.dk,1
Kenneth Kristensen Berth,bt.dk,2
Kenneth Kristensen Berth,denkorteavis.dk,1
Kenneth Kristensen Berth,dr.dk,1
Kenneth Kristensen Berth,nan,1
Kenneth Kristensen Berth,nyheder.tv2.dk,1
Kenneth Kristensen Berth,politiken.dk,1
Kenneth Kristensen Berth,samnytt.se,1
Kenneth Kristensen Berth,weekendavisen.dk,1
Kenneth Nørgaard,berlingske.dk,1
Kenneth Nørgaard,finans.dk,1
Kenneth Nørgaard,nan,1
Kenneth Nørgaard,nyheder.tv2.dk,2
Kenneth Nørgaard,politiken.dk,33
Kenneth Nørgaard,zetland.dk,78
Kenneth Skatka Hammer,berlingske.dk,1
Kenneth Skatka Hammer,ekstrabladet.dk,1
Kenneth Skatka Hammer,facebook,3
Kenneth Skatka Hammer,jyllands-posten.dk,2
Kenneth Skatka Hammer,nan,4
Kenneth Skatka Hammer,politiken.dk,1
Ketil Wathne Rasmussen,nan,4
Kim Bach Hansen - Byrådskandidat for DF til kommunalvalget i Horsens 2025,nan,1
Kim Hinrich -  1. suppleant for Nye Borgerlige i Gribskov,berlingske.dk,1
Kim Hinrich -  1. suppleant for Nye Borgerlige i Gribskov,facebook,5
Kim Hinrich -  1. suppleant for Nye Borgerlige i Gribskov,nan,2
Kim Hinrich -  1. suppleant for Nye Borgerlige i Gribskov,nyeborgerlige.dk,1
Kim Malmberg Hansen,altinget.dk,2
Kim Malmberg Hansen,berlingske.dk,3
Kim Malmberg Hansen,bit.ly,1
Kim Malmberg Hansen,bt.dk,2
Kim Malmberg Hansen,danskfolkeparti.dk,1
Kim Malmberg Hansen,ditoverblik.dk,3
Kim Malmberg Hansen,dr.dk,3
Kim Malmberg Hansen,folkets.dk,1
Kim Malmberg Hansen,information.dk,1
Kim Malmberg Hansen,journalista.dk,1
Kim Malmberg Hansen,jyllands-posten.dk,1
Kim Malmberg Hansen,kristeligt-dagblad.dk,1
Kim Malmberg Hansen,mm.dk,1
Kim Malmberg Hansen,nan,35
Kim Malmberg Hansen,nyheder.tv2.dk,1
Kim Malmberg Hansen,politiken.dk,2
Kim Malmberg Hansen,stiften.dk,1
Kim Malmberg Hansen,vimeo.com,1
Kim Malmberg Hansen Kandidat til RV 2021,ekstrabladet.dk,1
Kim Valentin,altinget.dk,1
Kim Valentin,berlingske.dk,3
Kim Valentin,ft.com,1
Kim Valentin,nan,2
Kimpo,twitter,1
Kimthedanish,dr.dk,6
Kimthedanish,finans.dk,4
Kimthedanish,jyllands-posten.dk,2
Kimthedanish,nan,10
Kimthedanish,nyheder.tv2.dk,36
Kimthedanish,vejr.tv2.dk,3
Kimthedanish,youtube,1
Kirsten Hildebrandt,euronews.com,1
Kirsten Hildebrandt,nan,9
Kirsten Hildebrandt,welt.de,1
Kirsten Sletbjerg,24nyt.dk,1
Kirsten Sletbjerg,berlingske.dk,2
Kirsten Sletbjerg,ekstrabladet.dk,1
Kirsten Sletbjerg,epochtimes.se,1
Kirsten Sletbjerg,indblik.net,1
Kirsten Sletbjerg,information.dk,1
Kirsten Sletbjerg,jp.dk,3
Kirsten Sletbjerg,jv.dk,1
Kirsten Sletbjerg,jyllands-posten.dk,2
Kirsten Sletbjerg,nan,13
Kirsten Sletbjerg,nyheder.tv2.dk,1
Kirsten Sletbjerg,summit.news,1
Kirsten Sletbjerg,videnskab.dk,1
Kirsten Sorensen,dlvr.it,1
Kirsten Sorensen,jp.dk,1
Kjell L,gota.media,1
Kjell L,samnytt.se,1
Kjell L,sverigesradio.se,1
Kjell Lindqvist,gp.se,1
Kjell Lindqvist,petterssonsblogg.se,1
Kjell Wibe,disq.us,1
Kjell Wibe,document.no,1
Kjell Wibe,nettavisen.no,1
Kjell Wibe,resett.no,2
Kjelle,nan,1
Klas Wadstein,kvartal.se,1
Klaus Peter Fischer,nan,1
Klaus Sandfeld,nan,1
Klaus 🇩🇰,dlvr.it,1
Klaus 🇩🇰,jp.dk,1
Klima debatforum,altinget.dk,3
Klima debatforum,borgerforslag.dk,1
Klima debatforum,dr.dk,1
Klima debatforum,facebook,12
Klima debatforum,indblik.dk,5
Klima debatforum,indblik.net,1
Klima debatforum,information.dk/indland,1
Klima debatforum,jyllands-posten.dk,1
Klima debatforum,nan,17
Klima debatforum,nyheder.tv2.dk,1
Klima debatforum,nytimes.com,1
Klima debatforum,politiken.dk,3
Klima debatforum,videnskab.dk,1
Klimarealisme.dk,180grader.dk,10
Klimarealisme.dk,24nyt.dk,3
Klimarealisme.dk,achgut.com,5
Klimarealisme.dk,aftonbladet.se,3
Klimarealisme.dk,altinget.dk,29
Klimarealisme.dk,archive.md,1
Klimarealisme.dk,avisendanmark.dk,1
Klimarealisme.dk,bbc.co.uk,2
Klimarealisme.dk,bbc.com,4
Klimarealisme.dk,berliner-zeitung.de,1
Klimarealisme.dk,berlingske.dk,103
Klimarealisme.dk,bild.de,3
Klimarealisme.dk,bitchute.com,1
Klimarealisme.dk,borgerforslag.dk,4
Klimarealisme.dk,borsen.dk,1
Klimarealisme.dk,breitbart.com,3
Klimarealisme.dk,bt.dk,20
Klimarealisme.dk,businessinsider.com,2
Klimarealisme.dk,cbsnews.com,2
Klimarealisme.dk,climatechangedispatch.com,1
Klimarealisme.dk,climatedepot.com,1
Klimarealisme.dk,dagbladet-holstebro-struer.dk,1
Klimarealisme.dk,dagbladet.no,2
Klimarealisme.dk,dailymail.co.uk,1
Klimarealisme.dk,dailywire.com,1
Klimarealisme.dk,denkorteavis.dk,5
Klimarealisme.dk,ditoverblik.dk,2
Klimarealisme.dk,document.no,3
Klimarealisme.dk,dr.dk,150
Klimarealisme.dk,e-pages.dk,5
Klimarealisme.dk,edition.cnn.com,3
Klimarealisme.dk,effektivtlandbrug.landbrugnet.dk,2
Klimarealisme.dk,eike-klima-energie.eu,7
Klimarealisme.dk,ekstrabladet.dk,18
Klimarealisme.dk,electroverse.net,1
Klimarealisme.dk,europarl.europa.eu,1
Klimarealisme.dk,express.co.uk,3
Klimarealisme.dk,expressen.se,1
Klimarealisme.dk,facebook,34
Klimarealisme.dk,faz.net,2
Klimarealisme.dk,finans.dk,7
Klimarealisme.dk,finansavisen.no,1
Klimarealisme.dk,focus.de,1
Klimarealisme.dk,folkets.dk,8
Klimarealisme.dk,forbes.com,8
Klimarealisme.dk,forskning.no,2
Klimarealisme.dk,foxnews.com,1
Klimarealisme.dk,free21.org,1
Klimarealisme.dk,friatider.se,1
Klimarealisme.dk,fyens.dk,8
Klimarealisme.dk,google.com,1
Klimarealisme.dk,humansarefree.com,1
Klimarealisme.dk,images.app.goo.gl,1
Klimarealisme.dk,indblik.dk,12
Klimarealisme.dk,indblik.net,25
Klimarealisme.dk,independent.co.uk,3
Klimarealisme.dk,information.dk,18
Klimarealisme.dk,ing.dk,22
Klimarealisme.dk,ja.se,1
Klimarealisme.dk,journalista.dk,2
Klimarealisme.dk,jv.dk,2
Klimarealisme.dk,jyllands-posten.dk,99
Klimarealisme.dk,k.dk,1
Klimarealisme.dk,klimarealisme.dk,167
Klimarealisme.dk,klimarealistene.com,4
Klimarealisme.dk,klimatupplysningen.se,6
Klimarealisme.dk,kontrast.dk,1
Klimarealisme.dk,kristeligt-dagblad.dk,27
Klimarealisme.dk,landbrugsavisen.dk,4
Klimarealisme.dk,linkedin.com,1
Klimarealisme.dk,mailchi.mp,1
Klimarealisme.dk,mm.dk,7
Klimarealisme.dk,msn.com,1
Klimarealisme.dk,mynewsdesk.com,1
Klimarealisme.dk,nan,1482
Klimarealisme.dk,nature.com,12
Klimarealisme.dk,ncbi.nlm.nih.gov,1
Klimarealisme.dk,nettavisen.no,1
Klimarealisme.dk,newspeek.info,4
Klimarealisme.dk,nordjyske.dk,2
Klimarealisme.dk,notalotofpeopleknowthat.wordpress.com,1
Klimarealisme.dk,notrickszone.com,3
Klimarealisme.dk,nrk.no,2
Klimarealisme.dk,nyeborgerlige.dk,1
Klimarealisme.dk,nyheder.tv2.dk,64
Klimarealisme.dk,nytimes.com,2
Klimarealisme.dk,phys.org,4
Klimarealisme.dk,podcasts.apple.com,1
Klimarealisme.dk,politiken.dk,16
Klimarealisme.dk,principia-scientific.org,9
Klimarealisme.dk,raeson.dk,2
Klimarealisme.dk,realclimatescience.com,1
Klimarealisme.dk,resett.no,1
Klimarealisme.dk,reuters.com,3
Klimarealisme.dk,rokokoposten.dk,6
Klimarealisme.dk,rt.com,3
Klimarealisme.dk,rumble.com,1
Klimarealisme.dk,samnytt.se,6
Klimarealisme.dk,sciencedirect.com,3
Klimarealisme.dk,scientificamerican.com,1
Klimarealisme.dk,sn.dk,2
Klimarealisme.dk,stiften.dk,3
Klimarealisme.dk,sverigesradio.se,1
Klimarealisme.dk,svt.se,4
Klimarealisme.dk,tagesspiegel.de,1
Klimarealisme.dk,telegraph.co.uk,4
Klimarealisme.dk,theguardian.com,10
Klimarealisme.dk,thegwpf.com,5
Klimarealisme.dk,travelbook.de,1
Klimarealisme.dk,trib.al,1
Klimarealisme.dk,tu.no,2
Klimarealisme.dk,tv2east.dk,1
Klimarealisme.dk,tv2ostjylland.dk,1
Klimarealisme.dk,twitter,3
Klimarealisme.dk,vejr.tv2.dk,17
Klimarealisme.dk,videnskab.dk,54
Klimarealisme.dk,vimeo.com,1
Klimarealisme.dk,washingtonexaminer.com,2
Klimarealisme.dk,wattsupwiththat.com,8
Klimarealisme.dk,weekendavisen.dk,23
Klimarealisme.dk,weforum.org,6
Klimarealisme.dk,welt.de,1
Klimarealisme.dk,wp.me,1
Klimarealisme.dk,wsj.com,3
Klimarealisme.dk,youtube,1
Klimarealisme.dk,zerohedge.com,1
Klimarealisme.dk,zetland.dk,4
Klimatbalans,facebook,1
Klimatbalans,folkets.dk,1
Klimatbalans,jyllands-posten.dk,1
Klimatbalans,klimarealistene.com,1
Klimatbalans,nan,4
Klimatrealist,anthropocene.live,1
Klimatrealist,nan,1
Klimatsans,folkets.dk,1
Klimatsans,forbes.com,1
Klimatsans,ing.dk,1
Klimatsans,klimatsans.com,1
Klimatsans,klimatupplysningen.se,1
Klimatsans,kristeligt-dagblad.dk,1
Klimatsans,nan,2
Knud Damgaard - Liberal Alliance Roskilde,dr.dk,1
Knud Damgaard - Liberal Alliance Roskilde,jyllands-posten.dk,1
Knud Damgaard - Liberal Alliance Roskilde,nan,1
Knud Damgaard - Liberal Alliance Roskilde,weekendavisen.dk,1
Knud Haugmark,berlingske.dk,3
Knud Haugmark,dr.dk,4
Knud Haugmark,euronews.com,2
Knud Haugmark,finans.dk,2
Knud Haugmark,ing.dk,1
Knud Haugmark,jp.dk,4
Knud Haugmark,landbrugsavisen.dk,1
Knud Haugmark,landmisbrug.dk,20
Knud Haugmark,nan,5
Knud Haugmark,politiken.dk,2
Knud Haugmark,twitter,6
Knud K.,e-pages.dk,1
Knud K.,jp.dk,10
Knud K.,jv.dk,1
Knud K.,nan,2
Knud K.,nyheder.tv2.dk,2
Knud K.,vejr.tv2.dk,2
Knud K.,videnskab.dk,2
Knud von Rosenborg,nan,2
Kongehuset - tilhængere af det danske monarki - debatgruppen,nan,2
Konservative Ikast Brande,nan,1
Kontor Frie Danske Lastbilvognmænd,altinget.dk,2
Kontor Frie Danske Lastbilvognmænd,nan,8
Kontrast,kontrast.dk,14
Korsør lige nu. (for alle),sn.dk,1
Kraghs Europa,aftonbladet.se,1
Kraghs Europa,altinget.dk,8
Kraghs Europa,berlingske.dk,1
Kraghs Europa,bit.ly,3
Kraghs Europa,danskfolkeparti.dk,1
Kraghs Europa,dr.dk,1
Kraghs Europa,ec.europa.eu,1
Kraghs Europa,euronews.com,1
Kraghs Europa,faz.net,1
Kraghs Europa,fyens.dk,1
Kraghs Europa,information.dk,2
Kraghs Europa,information.dk/indland,1
Kraghs Europa,mm.dk,11
Kraghs Europa,nan,4
Kraghs Europa,politiken.dk,2
Kraghs Europa,weekendavisen.dk,2
Kraghs Europa,zeit.de/wirtschaft,1
Krats,gota.media,1
Kristeligt Dagblad,bit.ly,8
Kristeligt Dagblad,k.dk,55
Kristeligt Dagblad,kristeligt-dagblad.dk,17
Kristen fri debatgruppe - ærlighed er kærlighed✝️❤️,nan,2
Kristian Herkild,berlingske.dk,1
Kristian Herkild,bt.dk,2
Kristian Herkild,indblik.net,1
Kristian Herkild,jyllands-posten.dk,1
Kristian Herkild,videnskab.dk,1
Kristian Herkild,wattsupwiththat.com,1
Kristoffer Hjort Storm,bt.dk,1
Kristoffer Hjort Storm,jyllands-posten.dk,1
Kristoffer Hjort Storm,nan,2
Krisztina Panten #Patriot🇭🇺♥️🇺🇸♥️🇮🇱,flip.it,1
Kryptopolitik,ift.tt,3
Kryptopolitik,nan,1
Kudsken.dk,ditoverblik.dk,2
"Kultur, mad og tamtam i Ebeltoft og på Mols",facebook,7
Kärnfull Energi,avisendanmark.dk,1
Kärnfull Energi,zetland.dk,1
Kärnfull Energi DK,berlingske.dk,3
Kärnfull Energi DK,facebook,15
Kärnfull Energi DK,zetland.dk,1
Kärnkraft - Ja Tack!,facebook,1
Kæmp for kunst og kultur i Danmark,dr.dk,1
Kæmp for kunst og kultur i Danmark,nan,6
Lad rygerne ryge i fred,nan,1
Landsforeningen Naboer til Kæmpevindmøller,altinget.dk,4
Landsforeningen Naboer til Kæmpevindmøller,berlingske.dk,5
Landsforeningen Naboer til Kæmpevindmøller,bt.dk,2
Landsforeningen Naboer til Kæmpevindmøller,dr.dk,3
Landsforeningen Naboer til Kæmpevindmøller,faa.dk,2
Landsforeningen Naboer til Kæmpevindmøller,facebook,1
Landsforeningen Naboer til Kæmpevindmøller,finans.dk,1
Landsforeningen Naboer til Kæmpevindmøller,indblik.net,1
Landsforeningen Naboer til Kæmpevindmøller,information.dk/indland,1
Landsforeningen Naboer til Kæmpevindmøller,ing.dk,1
Landsforeningen Naboer til Kæmpevindmøller,jv.dk,4
Landsforeningen Naboer til Kæmpevindmøller,jyllands-posten.dk,14
Landsforeningen Naboer til Kæmpevindmøller,klimarealisme.dk,3
Landsforeningen Naboer til Kæmpevindmøller,kristeligt-dagblad.dk,1
Landsforeningen Naboer til Kæmpevindmøller,mm.dk,2
Landsforeningen Naboer til Kæmpevindmøller,nan,6
Landsforeningen Naboer til Kæmpevindmøller,nyeborgerlige.dk,2
Landsforeningen Naboer til Kæmpevindmøller,nyheder.tv2.dk,5
Landsforeningen Naboer til Kæmpevindmøller,politiken.dk,1
Landsforeningen Naboer til Kæmpevindmøller,stiften.dk,1
Landsforeningen Naboer til Kæmpevindmøller,zetland.dk,1
Landsforeningen for Bæredygtigt Landbrug,altinget.dk,2
Landsforeningen for Bæredygtigt Landbrug,baeredygtigtlandbrug.dk,80
Landsforeningen for Bæredygtigt Landbrug,dr.dk,1
Landsforeningen for Bæredygtigt Landbrug,effektivtlandbrug.landbrugnet.dk,9
Landsforeningen for Bæredygtigt Landbrug,indblik.net,1
Landsforeningen for Bæredygtigt Landbrug,ing.dk,1
Landsforeningen for Bæredygtigt Landbrug,jyllands-posten.dk,1
Landsforeningen for Bæredygtigt Landbrug,landbrugsavisen.dk,7
Landsforeningen for Bæredygtigt Landbrug,maskinbladet.dk,12
Landsforeningen for Bæredygtigt Landbrug,nan,3
Landsforeningen for Bæredygtigt Landbrug,nyheder.tv2.dk,1
Landsforeningen for Bæredygtigt Landbrug,politiken.dk,1
Landsforeningen for Bæredygtigt Landbrug,zetland.dk,1
Lars,nan,5
Lars Axel Nielsen - Nye Borgerlige,facebook,10
Lars Axel Nielsen - Nye Borgerlige,folkets.dk,1
Lars Axel Nielsen - Nye Borgerlige,jyllands-posten.dk,1
Lars Axel Nielsen - Nye Borgerlige,nan,7
Lars Beckman,nan,1
Lars Frederik Gadega,nan,2
Lars Fynbo,nan,1
Lars H i Byrådet i Billund Kommune,bt.dk,1
Lars Hansson,nan,1
Lars Lindskov - Det Konservative Folkeparti,nan,3
Lars Mortensen,nan,9
Lars PureBlood,24nyt.dk,2
Lars PureBlood,berlingske.dk,2
Lars PureBlood,jp.dk,1
Lars PureBlood,kristeligt-dagblad.dk,1
Lars PureBlood,nan,8
Lars PureBlood,nyheder.tv2.dk,1
Lars PureBlood,videnskab.dk,1
Lars Ras,berlingske.dk,1
Lars Ras,nan,2
Lars Ras,newspeek.info,1
Lars Ras,nyatider.nu,1
Lars Ras,nyheder.tv2.dk,2
Lars Ras,samnytt.se,3
Lars Ras,tv2east.dk,1
Lars Ras,vejr.tv2.dk,1
Lars Vestergaard - DF,altinget.dk,2
Lars Vestergaard - DF,ditoverblik.dk,1
Lars Vestergaard - DF,document.dk,1
Lars Vestergaard - DF,dr.dk,1
Lars Vestergaard - DF,gylle.dk,1
Lars Vestergaard - DF,nan,3
Lars-Christian Brask,nan,1
Lasse Pagh 🌐,information.dk,1
Lasse Pagh 🌐,nan,4
Latens Verax 👌,fplus.se,1
Ledarsidorna.se,ledarsidorna.se,1
LeffeK,gp.se,1
Lena Liljebrink Nwanna,youtube,1
Lena Marie Andreassen,nan,1
Lennart Kiil,dr.dk,1
Lennart Kiil,folkets.dk,10
Less New Yorker more Stockholm,nan,2
Lew Anno Yieretz Israel,nan,1
Liberal Alliance,berlingske.dk,1
Liberal Alliance,facebook,10
Liberal Alliance,nan,2
Liberal Alliance Furesø,berlingske.dk,5
Liberal Alliance Furesø,borsen.dk,1
Liberal Alliance Furesø,dr.dk,1
Liberal Alliance Furesø,facebook,19
Liberal Alliance Furesø,finans.dk,1
Liberal Alliance Furesø,indblik.dk,1
Liberal Alliance Furesø,information.dk,1
Liberal Alliance Furesø,ing.dk,2
Liberal Alliance Furesø,journalista.dk,1
Liberal Alliance Furesø,jv.dk,1
Liberal Alliance Furesø,nan,29
Liberal Alliance Furesø,nyheder.tv2.dk,2
Liberal Alliance Furesø,sn.dk,1
Liberal Alliance Furesø,youtube,1
Liberal Alliance Gentofte,berlingske.dk,1
Liberal Alliance Gentofte,dr.dk,1
Liberal Alliance Gentofte,facebook,1
Liberal Alliance Gentofte,nan,2
Liberal Alliance Haderslev,nan,3
Liberal Alliance Helsingør,berlingske.dk,1
Liberal Alliance Helsingør,facebook,2
Liberal Alliance Helsingør,nan,7
Liberal Alliance Nordsjællands Storkreds,facebook,1
Liberal Alliance Næstved,berlingske.dk,1
Liberal Alliance Næstved,facebook,1
Liberal Alliance Roskilde,altinget.dk,1
Liberal Alliance Roskilde,ekstrabladet.dk,1
Liberal Alliance Roskilde,facebook,2
Liberal Alliance Roskilde,jyllands-posten.dk,1
Liberal Alliance Roskilde,nan,4
Liberal Alliance Roskilde,nyheder.tv2.dk,1
Liberal Alliance Silkeborg,facebook,3
Liberal Alliance Silkeborg,jyllands-posten.dk,1
Liberal Alliance Silkeborg,nan,3
Liberal Alliance Stevns,berlingske.dk,1
Liberal Alliance Stevns,nan,3
Liberal Alliance Sønderborg,berlingske.dk,1
Liberal Alliance Sønderborg,facebook,1
Liberal Alliance Sønderborg,indblik.net,1
Liberal Alliance Sønderborg,jv.dk,1
Liberal Alliance Sønderborg,nan,5
Liberal Alliance Sønderborg,politiken.dk,1
Liberal Alliance Tønder Kommune,information.dk,1
Liberal Alliance Tønder Kommune,ing.dk,1
Liberal Alliance Tønder Kommune,nan,2
Liberal Alliance Tønder Kommune,politiken.dk,1
Liberal Alliance Viborg,nan,1
Liberale i Nordfynskommune,facebook,1
Liberale i Nordfynskommune,jyllands-posten.dk,1
Lilla Anna,gota.media,1
Lillayoga1,gota.media,1
Lille Fregnede Louis,nan,1
Lis,gota.media,1
Lis Jeppesen,altinget.dk,2
Lis Jeppesen,berlingske.dk,1
Lis Jeppesen,bt.dk,1
Lis Jeppesen,denkorteavis.dk,2
Lis Jeppesen,dr.dk,1
Lis Jeppesen,facebook,1
Lis Jeppesen,finans.dk,1
Lis Jeppesen,indblik.net,5
Lis Jeppesen,information.dk,1
Lis Jeppesen,jp.dk,11
Lis Jeppesen,kristeligt-dagblad.dk,3
Lis Jeppesen,ksdha.wordpress.com,1
Lis Jeppesen,nan,8
Lis Jeppesen,samnytt.se,1
Lis Jeppesen,telegraph.co.uk,1
Lis Jeppesen,twitter,1
Lisa Thomsen - NB,dr.dk,1
Lisa Thomsen - NB,ekstrabladet.dk,1
Lisa Thomsen - NB,facebook,2
Lisa Thomsen - NB,indblik.dk,1
Lisa Thomsen - NB,nan,9
Lise Bech - Dansk Folkeparti,ekstrabladet.dk,1
Lise Bech - Dansk Folkeparti,facebook,7
Lise Bech - Dansk Folkeparti,nan,4
Lise Bertelsen i Viborg Byråd,nan,2
Lise Müller,ekstrabladet.dk,1
Lise Müller,facebook,7
Lise Müller,information.dk,1
Lise Müller,jyllands-posten.dk,1
Lise Müller,nan,6
Liselotte Lynge Jensen - Folketingskandidat og Byrådsmedlem Vesthimmerland,facebook,2
Liselotte Lynge Jensen - Folketingskandidat og Byrådsmedlem Vesthimmerland,nan,1
Lisen Persson 🇸🇪,youtube,1
Lokallisten2017,denkorteavis.dk,1
Lokallisten2017,dr.dk,1
Lokallisten2017,finans.dk,1
Lokallisten2017,jv.dk,1
Lokalpolitik - Sønderborg Kommune,altinget.dk,3
Lokalpolitik - Sønderborg Kommune,facebook,2
Lokalpolitik - Sønderborg Kommune,ing.dk,1
Lokalpolitik - Sønderborg Kommune,jv.dk,1
Lokalpolitik - Sønderborg Kommune,nan,18
Lokalpolitik - Sønderborg Kommune,nyheder.tv2.dk,1
Lokalpolitik - Sønderborg Kommune,sonderborgnyt.dk,3
Lone Madsen - Formand for Nye Borgerlige Ballerup-Glostrup afd.,180grader.dk,1
Lone Madsen - Formand for Nye Borgerlige Ballerup-Glostrup afd.,baeredygtigtlandbrug.dk,1
Lone Madsen - Formand for Nye Borgerlige Ballerup-Glostrup afd.,denkorteavis.dk,2
Lone Madsen - Formand for Nye Borgerlige Ballerup-Glostrup afd.,facebook,15
Lone Madsen - Formand for Nye Borgerlige Ballerup-Glostrup afd.,jyllands-posten.dk,4
Lone Madsen - Formand for Nye Borgerlige Ballerup-Glostrup afd.,nan,14
Lone Madsen - Formand for Nye Borgerlige Ballerup-Glostrup afd.,nyeborgerlige.dk,5
Lone Madsen - Formand for Nye Borgerlige Ballerup-Glostrup afd.,nyheder.tv2.dk,2
Lone Madsen - Formand for Nye Borgerlige Ballerup-Glostrup afd.,tv2lorry.dk,1
Lord Hyggelig,forbes.com,1
Lord Loveth,youtube,1
LouiseBanshee,nyheder.tv2.dk,1
Luk de danske grænser NU,berlingske.dk,8
Luk de danske grænser NU,borgerforslag.dk,1
Luk de danske grænser NU,bt.dk,9
Luk de danske grænser NU,ditoverblik.dk,1
Luk de danske grænser NU,document.dk,1
Luk de danske grænser NU,dr.dk,1
Luk de danske grænser NU,ekstrabladet.dk,4
Luk de danske grænser NU,expressen.se,1
Luk de danske grænser NU,indblik.dk,1
Luk de danske grænser NU,jyllands-posten.dk,23
Luk de danske grænser NU,kristeligt-dagblad.dk,1
Luk de danske grænser NU,nan,11
Luk de danske grænser NU,newspeek.info,2
Luk de danske grænser NU,politiken.dk,2
Luk de danske grænser NU,rokokoposten.dk,1
Luk grænserne nu,dr.dk,1
Luk grænserne nu,klimatsans.com,1
Luna,nan,1
Lustkvant,sverigesradio.se,1
M G Schott,nan,1
M. Kleine-Hartlage,dlvr.it,1
MIKROTERRORISME,nan,1
MIKROTERRORISME,sydsvenskan.se,1
MX Cartoons,samnytt.se,2
Mads Bay,dr.dk,1
Mads Bay,ekstrabladet.dk,1
Mads Bay,nan,2
Mads Bay,nyheder.tv2.dk,1
Mads Bay,politiken.dk,1
Mads Lundby Hansen,berlingske.dk,2
Mads Lundby Hansen,borsen.dk,2
Mads Lundby Hansen,kristeligt-dagblad.dk,1
Mads Lundby Hansen,nan,4
Mads Rundstrøm,bit.ly,1
Mads Rundstrøm,nan,9
MadsenFraMadsenOgCo,nan,1
Magic,jp.dk,1
Magnus Dahlberg,nan,1
Magnus Jansson,nan,1
Magnus Jansson,twitter,1
Magnus Petersson,di.se,1
Magten tilbage til Folket,dr.dk,2
Magten tilbage til Folket,ekstrabladet.dk,1
Magten tilbage til Folket,nan,2
MaguaDK,jp.dk,2
MaguaDK,nan,2
MaguaDK,rokokoposten.dk,2
Mai Mercado,berlingske.dk,1
Mai Mercado,dr.dk,1
Mai Mercado,nan,1
Maja Skogjordh,svt.se,1
Malthe Johan Poulsen,bloomberg.com,1
Malthe Johan Poulsen,nan,3
Malthe Johan Poulsen,nyheder.tv2.dk,1
Malthe Johan Poulsen,raeson.dk,1
Malthe Johan Poulsen,tv2east.dk,1
Man Bro,gota.media,1
Manfo,folkets.dk,1
Marcus Knuth,nan,1
Margareta Josefson,varldenidag.se,1
Maria Bjørn,nan,2
Maria Bjørn,politiken.dk,1
Maria M. Kvolbæk,nan,1
Marianne Frederik,altinget.dk,2
Marianne Frederik,information.dk,3
Marianne Frederik,ing.dk,2
Marianne Frederik,nan,5
Marianne Frederik,politiken.dk,1
Marianne Frederik,sn.dk,1
Marianne Nørtoft - Nye Borgerlige - Aalborg Øst Kredsen,nan,4
Marie All Lives Matter,jyllands-posten.dk,1
Marie Krarup,kristeligt-dagblad.dk,1
Marie Krarup,nan,2
Marinus Andersen,nan,1
Marinus Andersen,nyheder.tv2.dk,1
Marinus Andersen,tvmidtvest.dk,9
Mariotto  🇸🇪,nyheder.tv2.dk,1
"Markus Palmheim ""kavla ner"" anticovidvaxx!",nan,3
"Markus Palmheim ""kavla ner"" anticovidvaxx!",newsvoice.se,2
"Markus Palmheim ""kavla ner"" anticovidvaxx!",twitter,2
Marlene Ambo-Rasmussen,nan,1
Marlene Best,bild.de,1
Martin Geertsen,nan,2
Martin Henriksen,ditoverblik.dk,3
Martin Henriksen,dr.dk,3
Martin Henriksen,facebook,1
Martin Henriksen,jyllands-posten.dk,1
Martin Henriksen,kristeligt-dagblad.dk,1
Martin Henriksen,nan,1
